#ZVView-data-copy:   2-Dec-2019 09:34:42
#=======================================
#
#name:   50-SN-0(N,TOT),,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  34401
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
       0.88198            0       6.9407     0.093527  # 1998,J.A.Harvey          ## 14194002  #dY:1.3%
       0.88221            0       6.6248     0.093571  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88244            0       6.7424     0.093426  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88266            0       6.9412     0.093768  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88289            0       6.9528     0.094197  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88312            0        6.997     0.094116  # 1998,J.A.Harvey          ## 14194002  #dY:1.3%
       0.88335            0        7.165     0.094571  # 1998,J.A.Harvey          ## 14194002  #dY:1.3%
       0.88358            0       7.0089     0.094251  # 1998,J.A.Harvey          ## 14194002  #dY:1.3%
        0.8838            0       7.0357     0.094127  # 1998,J.A.Harvey          ## 14194002  #dY:1.3%
       0.88403            0       7.1007     0.094873  # 1998,J.A.Harvey          ## 14194002  #dY:1.3%
       0.88426            0       6.9623     0.094952  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88449            0       6.9738     0.095444  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88472            0       6.8704     0.094685  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88495            0       6.5821     0.094937  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88518            0       6.7695     0.094599  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.8854            0       6.6083      0.09459  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88563            0       6.5751     0.094933  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88586            0       6.8038     0.094769  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88609            0       6.7827     0.095512  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88632            0       6.6628     0.094753  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88666            0       6.6682     0.067223  # 1998,J.A.Harvey          ## 14194002  #dY:1.0%
       0.88712            0       6.6569     0.067334  # 1998,J.A.Harvey          ## 14194002  #dY:1.0%
       0.88758            0       6.6488     0.066994  # 1998,J.A.Harvey          ## 14194002  #dY:1.0%
       0.88793            0       6.6195     0.094841  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88816            0       6.7187     0.095275  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88839            0       6.7054     0.095127  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88862            0       6.7691     0.094576  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88885            0       6.4703     0.094481  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.88908            0       6.5327     0.094146  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.88931            0       6.4705     0.094864  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.88954            0       6.2965     0.093736  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.88977            0       6.5113      0.09389  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
          0.89        0.019        6.672       0.2618  # 1983,W.P.Poenitz+        ## 12853042  #dY:3.9%
          0.89            0       6.7824     0.094516  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89023            0       6.6435     0.095132  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89046            0       6.8008     0.094787  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89069            0       6.4423     0.094454  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.89093            0       6.5381     0.094149  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89116            0       6.7273     0.093915  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89139            0       6.5844     0.094007  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89162            0       6.4739     0.095091  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.89185            0        6.444     0.094598  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.89208            0       6.4802     0.093946  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89231            0        5.999     0.093475  # 1998,J.A.Harvey          ## 14194002  #dY:1.6%
       0.89255            0       6.1787     0.093026  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.89278            0       5.9653      0.09286  # 1998,J.A.Harvey          ## 14194002  #dY:1.6%
       0.89301            0       6.0666     0.093776  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.89324            0       6.1773      0.09397  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.89347            0       6.2368     0.093763  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
        0.8937            0       6.5683     0.093423  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89394            0       6.7635     0.094256  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89417            0       6.7444     0.094576  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.8944            0       6.7101     0.095116  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89463            0       6.4655     0.094909  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.89487            0       6.6714      0.09479  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.8951            0       6.8515     0.094792  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89533            0       6.7838     0.094811  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89557            0       6.7034     0.095455  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.8958            0        6.638     0.095218  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89603            0       6.7727     0.095542  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89626            0       6.5696      0.09565  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
        0.8965            0        6.767     0.095521  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89673            0       6.5406     0.095168  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.89696            0       6.8604     0.095504  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.8972            0       6.6515     0.095653  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89743            0       6.6162      0.09542  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89767            0        6.417     0.096058  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
        0.8979            0       6.4218     0.095811  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.89813            0       6.4305     0.094971  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.89837            0       6.4158     0.094386  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
        0.8986            0       6.1974     0.094478  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.89884            0       6.5901     0.094903  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89907            0       6.7175     0.095091  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.8993            0       6.6219     0.095024  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89954            0       6.5396     0.094559  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.89977            0        6.548     0.094133  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90001            0        6.463     0.093696  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90024            0       6.4043     0.093454  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.90048            0       6.5498     0.093728  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90071            0       6.4162     0.093218  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.90095            0       6.6296     0.093773  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90118            0       6.3136     0.094606  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.90142            0       6.4678     0.094601  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.90165            0       6.6733     0.095724  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90189            0       6.6294     0.095654  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90212            0       6.6838     0.095065  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90236            0       6.8378     0.095389  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90259            0       6.4107     0.096048  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.90283            0       6.7231     0.095832  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90307            0       6.8051     0.095818  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.9033            0       6.6091     0.095896  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.90354            0       6.6709     0.095267  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90377            0       6.5139     0.094381  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90401            0        6.535     0.094293  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90425            0       6.6341     0.095157  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90448            0       6.9177     0.096037  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90472            0       6.8422     0.096099  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90496            0       6.8046     0.096274  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90519            0       6.6286     0.095773  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90543            0        6.547     0.095152  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.90567            0       6.4544     0.094965  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
        0.9059            0       6.6744     0.095043  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90614            0       6.7129     0.095001  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90638            0       6.8428     0.094806  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90661            0       6.7652     0.094662  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90685            0       6.8148     0.094013  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90709            0       6.7601     0.094704  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90733            0       6.5905     0.095085  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90756            0       6.6399     0.094676  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.9078            0       6.8689     0.095276  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90804            0       6.8813     0.095301  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90828            0       6.6899     0.094842  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90851            0       6.6724     0.093962  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90875            0       6.3199     0.093618  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.90899            0       6.4253      0.09335  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.90923            0       6.3643     0.093701  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.90947            0        6.498     0.094199  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.90971            0       6.4622     0.095001  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.90994            0       6.7217     0.095061  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91018            0       6.7731     0.095205  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91042            0       6.9783     0.095422  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91066            0       6.9292     0.095514  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.9109            0       6.7949     0.094493  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91114            0        6.667     0.094542  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91138            0       6.4116     0.095223  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91162            0       6.3434     0.095255  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91186            0       6.0661     0.095314  # 1998,J.A.Harvey          ## 14194002  #dY:1.6%
        0.9121            0       6.2053     0.094893  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91233            0       6.3651     0.094216  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91257            0       6.2821     0.094293  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91281            0       6.3475     0.094958  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91305            0       6.3324     0.095472  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91329            0       6.3404     0.095343  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91353            0       6.5071     0.095058  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91377            0       6.5137     0.094615  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91401            0       6.2044     0.094583  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91425            0       6.5716     0.094564  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91449            0       6.2716     0.094517  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91473            0       6.5237     0.094914  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91497            0       6.5572     0.095716  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91522            0       6.6338     0.095703  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91546            0        6.848     0.096022  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.9157            0       6.6483     0.095411  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91594            0       6.6256     0.095092  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91618            0        6.558     0.094911  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91642            0       6.8976     0.095085  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91666            0       6.8774     0.094593  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.9169            0       6.6973     0.095746  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91714            0       6.6542     0.095465  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91738            0        6.595     0.095418  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91763            0       6.4876      0.09503  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91787            0       6.6017     0.094878  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91811            0       6.4278     0.094244  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91835            0       6.4443      0.09436  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91859            0       6.5184     0.093979  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91884            0       6.5577     0.094442  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91908            0       6.5909       0.0947  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.91932            0       6.4848     0.094741  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.91956            0       6.4934     0.094569  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
        0.9198            0       6.4474     0.094751  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.92005            0       6.5391     0.095077  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.92029            0       6.5791     0.095562  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.92053            0         6.69      0.09622  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92077            0       6.8521     0.096707  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92102            0       6.6237     0.097014  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.92126            0       6.6146     0.096439  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
        0.9215            0       6.5216     0.095168  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.92175            0       6.6571     0.095219  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92199            0       6.7018     0.094059  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92223            0       6.6267     0.093997  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92248            0       6.5033     0.093858  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92272            0       6.6028     0.093743  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92296            0       6.4462     0.093717  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.92321            0       6.3933     0.094022  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.92345            0       6.2025     0.093955  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
        0.9237            0       6.4154     0.094034  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.92394            0       6.1852     0.093861  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.92418            0       6.2798     0.094427  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.92443            0       6.5287     0.094803  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.92467            0       6.6616     0.095225  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92492            0       6.8462      0.09495  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92516            0       6.6468     0.093988  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92541            0        6.478     0.094242  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.92565            0       6.5935     0.093394  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.9259            0       6.4667       0.0932  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92614            0       6.4768     0.093839  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92639            0       6.3117     0.094047  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.92663            0       6.8429     0.094209  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92688            0       6.7378     0.094795  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92712            0       6.7931     0.094172  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92737            0       6.6812     0.094587  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92761            0       6.7109      0.09457  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92786            0       6.4331     0.094534  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
        0.9281            0       6.6763     0.094753  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92835            0       6.7808     0.095144  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92859            0       6.8236     0.094082  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92884            0       6.7962     0.094217  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92909            0       6.7107     0.094734  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92933            0       6.7611     0.095264  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92958            0       6.5864     0.095057  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.92983            0       6.8014     0.095791  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93007            0       6.8163     0.095458  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93032            0       6.7524     0.094825  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93057            0       6.5431     0.094855  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93081            0       6.6086     0.095168  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93106            0        6.893     0.095267  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93131            0       6.7709      0.09598  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93155            0       6.6142     0.096925  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
        0.9318            0       6.8704     0.098645  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93205            0        6.921      0.10106  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.93229            0       6.8796      0.10162  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.93254            0       6.9052      0.10139  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.93279            0       6.7693      0.10047  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.93304            0       6.4361     0.099965  # 1998,J.A.Harvey          ## 14194002  #dY:1.6%
       0.93328            0       6.5469     0.098753  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.93353            0       6.4664     0.097688  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.93378            0       6.7874     0.098245  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93403            0       6.5769     0.097862  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.93428            0       6.8844     0.097131  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93453            0       6.9023     0.097595  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93477            0       6.8792     0.097804  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93502            0        6.712     0.097817  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.93527            0       6.9512     0.097595  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93552            0        6.649     0.096886  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.93577            0       6.7509     0.095887  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93602            0        6.746     0.096702  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93627            0       6.9794     0.096746  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93651            0       6.7037     0.096546  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93676            0       6.6839     0.096551  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93701            0       6.6034     0.095867  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.93726            0       6.4927     0.095719  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.93751            0       6.6149     0.095728  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93776            0        6.756     0.095372  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93801            0       6.6385     0.095666  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93826            0       6.8064     0.095399  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93851            0       7.0817     0.095864  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93876            0       7.0209      0.09567  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93901            0       6.8152     0.096074  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93926            0       6.6516     0.095892  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93951            0       6.6637     0.096032  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.93976            0        6.801     0.095795  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94001            0       6.4932     0.095553  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94026            0       6.4984     0.094807  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94051            0        6.338     0.094825  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94076            0       6.3627     0.094906  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94101            0       6.5969     0.095549  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94127            0       6.6775      0.09594  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94152            0       6.5323     0.095353  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94177            0       6.2672     0.095387  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94202            0       6.4304     0.094814  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94227            0       6.3553     0.094611  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94252            0       6.5116      0.09485  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94277            0        6.417     0.094995  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94302            0       6.3497      0.09475  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94328            0       6.4941     0.094668  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94353            0       6.8597     0.095306  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94378            0       6.7501     0.095844  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94403            0       6.8401     0.096135  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94428            0       6.9926     0.097183  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94454            0       7.0567     0.096084  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94479            0       6.8429     0.095937  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94504            0       6.8449     0.095662  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94529            0       6.6351     0.095517  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94555            0       6.5779     0.095121  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.9458            0       6.7445     0.095065  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
         0.946         0.05         6.97            0  # 1950,R.K.Adair           ## 11636005
       0.94605            0       6.9318     0.095074  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.9463            0       6.6395     0.095267  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94656            0       6.6618     0.095059  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94681            0       6.8439     0.095347  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94706            0       6.8194     0.095726  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94732            0       6.8489      0.09566  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94757            0       6.8334      0.09553  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94782            0       6.5141     0.094999  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94808            0       6.7436     0.095548  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94833            0       6.7706     0.095621  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94859            0       6.4752     0.094783  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94884            0        6.479     0.094445  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94909            0       6.4458     0.094478  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.94935            0       6.5603     0.094115  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
        0.9496            0        6.642     0.093984  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.94986            0       6.6241     0.093756  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
          0.95       0.0185        6.712       0.2818  # 1983,W.P.Poenitz+        ## 12853042  #dY:4.2%
       0.95011            0       6.6288     0.093584  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95037            0       6.5202     0.093394  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95062            0       6.4789     0.092656  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95088            0       6.5127     0.092478  # 1998,J.A.Harvey          ## 14194002  #dY:1.4%
       0.95113            0       6.3709     0.092724  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
       0.95139            0       6.4283     0.093698  # 1998,J.A.Harvey          ## 14194002  #dY:1.5%
